ID_TA,closed,inactive,claimed,primary_cus,is_website,photo_count,is_video,cus_rest_rank,cus_rest_count,mail,tel,orig_url,URL_TA
d8414789,0,0,0,Japanese,1,114,0,90,485,1,+34 931 24 87 01,https://www.tripadvisor.com//Restaurant_Review-g187497-d8414789-Reviews-Yoi_Yoi_Gion-Barcelona_Catalonia.html,https://www.tripadvisor.com//Restaurant_Review-g187497-d8414789-Reviews-Yoi_Yoi_Gion-Barcelona_Catalonia.html
d6704233,0,0,1,Mediterranean,0,18,0,3285,3541,1,+34 933 30 01 12,https://www.tripadvisor.com//Restaurant_Review-g187497-d6704233-Reviews-Fenix_Lounge-Barcelona_Catalonia.html,https://www.tripadvisor.com//Restaurant_Review-g187497-d6704233-Reviews-Fenix_Lounge-Barcelona_Catalonia.html
d4882979,0,0,1,Bar,1,49,0,1312,2424,1,+44 7842 742818,https://www.tripadvisor.com//Restaurant_Review-g186338-d4882979-Reviews-Hoxley_porter-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d4882979-Reviews-Hoxley_porter-London_England.html
d1341330,0,0,0,Turkish,1,5,0,13,77,0,+49 40 35713140,https://www.tripadvisor.com//Restaurant_Review-g187331-d1341330-Reviews-Kardelen-Hamburg.html,https://www.tripadvisor.com//Restaurant_Review-g187331-d1341330-Reviews-Kardelen-Hamburg.html
d12124670,0,0,1,Japanese,1,42,0,10,114,1,+33 6 29 94 07 04,https://www.tripadvisor.com//Restaurant_Review-g187265-d12124670-Reviews-Takumi-Lyon_Rhone_Auvergne_Rhone_Alpes.html,https://www.tripadvisor.com//Restaurant_Review-g187265-d12124670-Reviews-Takumi-Lyon_Rhone_Auvergne_Rhone_Alpes.html
d816667,0,0,1,Indian,1,37,0,17,33,0,+33 9 82 29 28 03,https://www.tripadvisor.com//Restaurant_Review-g187265-d816667-Reviews-New_Delhi_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html,https://www.tripadvisor.com//Restaurant_Review-g187265-d816667-Reviews-New_Delhi_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html
d7009439,0,0,0,German,1,24,0,501,1050,0,+49 30 9823738,https://www.tripadvisor.com//Restaurant_Review-g187323-d7009439-Reviews-Gasthaus_Rustikal-Berlin.html,https://www.tripadvisor.com//Restaurant_Review-g187323-d7009439-Reviews-Gasthaus_Rustikal-Berlin.html
d12639498,0,0,1,Italian,1,8,0,3786,8345,1,+39 333 767 7635,https://www.tripadvisor.com//Restaurant_Review-g187791-d12639498-Reviews-The_Sleeping_Dog_Pub-Rome_Lazio.html,https://www.tripadvisor.com//Restaurant_Review-g187791-d12639498-Reviews-The_Sleeping_Dog_Pub-Rome_Lazio.html
d12437853,0,0,0,European,1,0,0,2377,2711,1,+351 965 466 732,https://www.tripadvisor.com//Restaurant_Review-g189158-d12437853-Reviews-Arcada_das_Chichas-Lisbon_Lisbon_District_Central_Portugal.html,https://www.tripadvisor.com//Restaurant_Review-g189158-d12437853-Reviews-Arcada_das_Chichas-Lisbon_Lisbon_District_Central_Portugal.html
d944122,0,0,0,Italian,1,1,0,410,487,0,+43 1 7965610,https://www.tripadvisor.com//Restaurant_Review-g190454-d944122-Reviews-Pizzeria_Roma-Vienna.html,https://www.tripadvisor.com//Restaurant_Review-g190454-d944122-Reviews-Pizzeria_Roma-Vienna.html
d10343471,0,0,1,Middle Eastern,1,30,0,42,270,1,+49 177 7435533,https://www.tripadvisor.com/Restaurant_Review-g187323-d10343471-Reviews-Aleppo_Supper_club-Berlin.html,https://www.tripadvisor.com//Restaurant_Review-g187323-d10343471-Reviews-Cafe_Tamar-Berlin.html
d715424,0,0,0,Japanese,1,122,0,15,224,1,+49 30 28386622,https://www.tripadvisor.com//Restaurant_Review-g187323-d715424-Reviews-Kuchi-Berlin.html,https://www.tripadvisor.com//Restaurant_Review-g187323-d715424-Reviews-Kuchi-Berlin.html
d12610234,0,0,1,Colombian,1,40,0,1,2,0,+33 6 98 99 87 90,https://www.tripadvisor.com//Restaurant_Review-g187265-d12610234-Reviews-El_Cafetero-Lyon_Rhone_Auvergne_Rhone_Alpes.html,https://www.tripadvisor.com//Restaurant_Review-g187265-d12610234-Reviews-El_Cafetero-Lyon_Rhone_Auvergne_Rhone_Alpes.html
d7286031,,1,,,,,,,,,,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d7286031-Reviews-Le_Poutch-Paris_Ile_de_France.html
d7741662,0,0,0,Italian,1,16,0,200,1000,0,+49 30 52649841,https://www.tripadvisor.com//Restaurant_Review-g187323-d7741662-Reviews-Caligari-Berlin.html,https://www.tripadvisor.com//Restaurant_Review-g187323-d7741662-Reviews-Caligari-Berlin.html
d3748874,,1,,,,,,,,,,https://www.tripadvisor.com/Restaurants-g187514-Madrid.html,https://www.tripadvisor.com//Restaurant_Review-g187514-d3748874-Reviews-NO_Restaurant-Madrid.html
d6160291,0,0,1,Indian,1,15,0,615,1186,1,+44 20 8985 9077,https://www.tripadvisor.com//Restaurant_Review-g186338-d6160291-Reviews-Lavang_Spice-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d6160291-Reviews-Lavang_Spice-London_England.html
d1044934,0,0,1,French,1,47,0,191,353,0,+41 22 328 25 36,https://www.tripadvisor.com//Restaurant_Review-g188057-d1044934-Reviews-Le_Dorian-Geneva.html,https://www.tripadvisor.com//Restaurant_Review-g188057-d1044934-Reviews-Le_Dorian-Geneva.html
d10796071,0,0,1,European,1,148,0,,,1,+46 8 30 11 01,https://www.tripadvisor.com//Restaurant_Review-g189852-d10796071-Reviews-Portal_Restaurant-Stockholm.html,https://www.tripadvisor.com//Restaurant_Review-g189852-d10796071-Reviews-Portal_Restaurant-Stockholm.html
d6807179,,1,,,,,,,,,,https://www.tripadvisor.com/Restaurants-g189852-Stockholm.html,https://www.tripadvisor.com//Restaurant_Review-g189852-d6807179-Reviews-SthlmTapas_Henriksdalskajen-Stockholm.html
d6845079,0,0,1,Cafe,1,993,0,162,965,1,+34 915 31 02 60,https://www.tripadvisor.com/Restaurant_Review-g187514-d6845079-Reviews-JARDIN_SALVADOR_BACHILLER-Madrid.html,https://www.tripadvisor.com//Restaurant_Review-g187514-d6845079-Reviews-Jardin_Secreto_Salvador_Bachiller-Madrid.html
d8341129,0,0,0,Unknown,0,10,0,,,0,+39 335 633 3756,https://www.tripadvisor.com//Restaurant_Review-g187849-d8341129-Reviews-Amigdala_Cafe-Milan_Lombardy.html,https://www.tripadvisor.com//Restaurant_Review-g187849-d8341129-Reviews-Amigdala_Cafe-Milan_Lombardy.html
d8633562,0,0,1,Chinese,0,8,0,441,707,0,+33 1 48 74 95 48,https://www.tripadvisor.com//Restaurant_Review-g187147-d8633562-Reviews-Yokohama_2-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d8633562-Reviews-Yokohama_2-Paris_Ile_de_France.html
d2532019,0,0,1,Asian,1,31,0,112,385,0,+420 603 448 601,https://www.tripadvisor.com//Restaurant_Review-g274707-d2532019-Reviews-Kimchi_Restaurace-Prague_Bohemia.html,https://www.tripadvisor.com//Restaurant_Review-g274707-d2532019-Reviews-Kimchi_Restaurace-Prague_Bohemia.html
d2693819,0,0,1,Mexican,1,169,0,7,34,1,+48 22 243 46 18,https://www.tripadvisor.com//Restaurant_Review-g274856-d2693819-Reviews-Dos_Tacos-Warsaw_Mazovia_Province_Central_Poland.html,https://www.tripadvisor.com//Restaurant_Review-g274856-d2693819-Reviews-Dos_Tacos-Warsaw_Mazovia_Province_Central_Poland.html
d717406,,0,,Unknown,0,643,0,,,1,,https://www.tripadvisor.com/Restaurant_Review-g187497-d717406-Reviews-Parellada-Barcelona_Catalonia.html,https://www.tripadvisor.com//Restaurant_Review-g187497-d717406-Reviews-Senyor_Parellada-Barcelona_Catalonia.html
d2718079,0,0,0,Unknown,0,0,0,,,0,,https://www.tripadvisor.com//Restaurant_Review-g186338-d2718079-Reviews-Wagamama-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d2718079-Reviews-Wagamama-London_England.html
d988061,0,0,1,Seafood,1,672,0,,,1,+34 914 29 38 10,https://www.tripadvisor.com//Restaurant_Review-g187514-d988061-Reviews-Restaurante_Marina_Ventura-Madrid.html,https://www.tripadvisor.com//Restaurant_Review-g187514-d988061-Reviews-Restaurante_Marina_Ventura-Madrid.html
d3810336,0,0,0,African,0,6,0,111,170,0,+33 1 43 67 11 43,https://www.tripadvisor.com//Restaurant_Review-g187147-d3810336-Reviews-Mon_Village-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d3810336-Reviews-Mon_Village-Paris_Ile_de_France.html
d12079826,0,0,1,Dessert,1,6,0,423,506,0,+44 20 7635 7986,https://www.tripadvisor.com/Restaurant_Review-g186338-d12079826-Reviews-Go_Cake_Shop-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d12079826-Reviews-Cake_world-London_England.html
d12434687,0,0,0,Cafe,1,0,0,3426,3528,1,,https://www.tripadvisor.com//Restaurant_Review-g186338-d12434687-Reviews-Capital_Gardens-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d12434687-Reviews-Capital_Gardens-London_England.html
d8393826,,1,,,,,,,,,,https://www.tripadvisor.com/Restaurants-g950786-Schaerbeek_Brussels.html,https://www.tripadvisor.com//Restaurant_Review-g950786-d8393826-Reviews-Ikram_et-Schaerbeek_Brussels.html
d10844418,0,0,0,Spanish,0,7,0,2275,4132,0,,https://www.tripadvisor.com//Restaurant_Review-g187497-d10844418-Reviews-Cerveceria_Vendimia-Barcelona_Catalonia.html,https://www.tripadvisor.com//Restaurant_Review-g187497-d10844418-Reviews-Cerveceria_Vendimia-Barcelona_Catalonia.html
d1320175,0,0,0,French,0,0,0,50,52,0,+41 (0)1 - 787 63 63,https://www.tripadvisor.com//Restaurant_Review-g188113-d1320175-Reviews-Restaurant_Hotel_Chrueg-Zurich.html,https://www.tripadvisor.com//Restaurant_Review-g188113-d1320175-Reviews-Restaurant_Hotel_Chrueg-Zurich.html
d10755939,0,0,0,Italian,0,0,0,285,317,1,+351 915 200 338,https://www.tripadvisor.com//Restaurant_Review-g189158-d10755939-Reviews-Arcobianco_comercio_de_Gelados-Lisbon_Lisbon_District_Central_Portugal.html,https://www.tripadvisor.com//Restaurant_Review-g189158-d10755939-Reviews-Arcobianco_comercio_de_Gelados-Lisbon_Lisbon_District_Central_Portugal.html
d11793938,0,0,1,Indian,1,36,0,17,46,1,+36 70 607 7786,https://www.tripadvisor.com/Restaurant_Review-g274887-d11793938-Reviews-Swaad_Indian_Restaurant-Budapest_Central_Hungary.html,https://www.tripadvisor.com//Restaurant_Review-g274887-d11793938-Reviews-Swaad_Indiai_Fast_Food_Restaurant-Budapest_Central_Hungary.html
d696592,0,0,1,Italian,1,99,0,1370,4813,1,+39 02 869 3273,https://www.tripadvisor.com/Restaurant_Review-g187849-d696592-Reviews-Ll_Coriandolo-Milan_Lombardy.html,https://www.tripadvisor.com//Restaurant_Review-g187849-d696592-Reviews-Il_Coriandolo-Milan_Lombardy.html
d12208421,0,0,0,German,0,20,0,29,31,0,+34 914 25 54 10,https://www.tripadvisor.com/Restaurant_Review-g187514-d12208421-Reviews-La_Fabrica-Madrid.html,https://www.tripadvisor.com//Restaurant_Review-g187514-d12208421-Reviews-Restaurante_La_Fabrica-Madrid.html
d12598927,0,0,0,Italian,1,4,0,4382,4813,0,+39 02 3952 9562,https://www.tripadvisor.com/Restaurant_Review-g187849-d8142497-Reviews-Trattoria_Di_Betti-Milan_Lombardy.html,https://www.tripadvisor.com//Restaurant_Review-g187849-d12598927-Reviews-Trattoria_Pizzeria_Di_Betti-Milan_Lombardy.html
d1057663,0,0,1,Quick Bites,1,180,0,23,70,1,+47 23 36 20 46,https://www.tripadvisor.com//Restaurant_Review-g190479-d1057663-Reviews-Egon_Byporten-Oslo_Eastern_Norway.html,https://www.tripadvisor.com//Restaurant_Review-g190479-d1057663-Reviews-Egon_Byporten-Oslo_Eastern_Norway.html
d7057561,0,0,0,Greek,1,19,0,14,24,0,+39 06 8778 7626,https://www.tripadvisor.com//Restaurant_Review-g187791-d7057561-Reviews-Paros-Rome_Lazio.html,https://www.tripadvisor.com//Restaurant_Review-g187791-d7057561-Reviews-Paros-Rome_Lazio.html
d3746280,0,0,1,Italian,1,110,0,328,1643,1,+33 1 44 07 09 56,https://www.tripadvisor.com//Restaurant_Review-g187147-d3746280-Reviews-L_etage_de_Pastavino-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d3746280-Reviews-L_etage_de_Pastavino-Paris_Ile_de_France.html
d11952841,0,0,0,Unknown,0,9,0,,,0,,https://www.tripadvisor.com//Restaurant_Review-g187323-d11952841-Reviews-Mehana_Trifon_Zarezan-Berlin.html,https://www.tripadvisor.com//Restaurant_Review-g187323-d11952841-Reviews-Mehana_Trifon_Zarezan-Berlin.html
d2012011,0,0,0,European,0,2,0,320,329,1,+44 131 221 6422,https://www.tripadvisor.com//Restaurant_Review-g186525-d2012011-Reviews-The_Exchange-Edinburgh_Scotland.html,https://www.tripadvisor.com//Restaurant_Review-g186525-d2012011-Reviews-The_Exchange-Edinburgh_Scotland.html
d2104240,0,0,1,Mediterranean,1,94,0,19,101,1,+353 1 424 4043,https://www.tripadvisor.com//Restaurant_Review-g186605-d2104240-Reviews-Viva-Dublin_County_Dublin.html,https://www.tripadvisor.com//Restaurant_Review-g186605-d2104240-Reviews-Viva-Dublin_County_Dublin.html
d1911830,0,0,1,Italian,1,93,0,191,778,1,+34 934 36 77 13,https://www.tripadvisor.com//Restaurant_Review-g187497-d1911830-Reviews-El_Felino-Barcelona_Catalonia.html,https://www.tripadvisor.com//Restaurant_Review-g187497-d1911830-Reviews-El_Felino-Barcelona_Catalonia.html
d3734232,0,0,1,French,1,17,0,203,411,0,+32 2 375 30 53,https://www.tripadvisor.com//Restaurant_Review-g188644-d3734232-Reviews-Au_Repos_de_la_Montagne-Brussels.html,https://www.tripadvisor.com//Restaurant_Review-g188644-d3734232-Reviews-Au_Repos_de_la_Montagne-Brussels.html
d2525794,0,0,0,French,1,35,0,3018,6971,0,+33 1 46 34 00 40,https://www.tripadvisor.com//Restaurant_Review-g187147-d2525794-Reviews-L_Heure_Gourmande-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d2525794-Reviews-L_Heure_Gourmande-Paris_Ile_de_France.html
d1104924,0,0,0,European,1,120,0,2672,2711,1,+351 968 554 422,https://www.tripadvisor.com//Restaurant_Review-g189158-d1104924-Reviews-S_Miguel_D_Alfama-Lisbon_Lisbon_District_Central_Portugal.html,https://www.tripadvisor.com//Restaurant_Review-g189158-d1104924-Reviews-S_Miguel_D_Alfama-Lisbon_Lisbon_District_Central_Portugal.html
d719170,0,0,1,French,1,664,0,803,6971,1,+33 1 46 06 84 77,https://www.tripadvisor.com//Restaurant_Review-g187147-d719170-Reviews-Le_Moulin_de_la_galette-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d719170-Reviews-Le_Moulin_de_la_galette-Paris_Ile_de_France.html
d10007089,0,0,0,Bar,1,34,0,310,763,0,+34 913 65 66 47,https://www.tripadvisor.com//Restaurant_Review-g187514-d10007089-Reviews-Bar_Muniz-Madrid.html,https://www.tripadvisor.com//Restaurant_Review-g187514-d10007089-Reviews-Bar_Muniz-Madrid.html
d2702973,0,0,0,Belgian,1,18,0,530,680,0,+32 2 347 64 29,https://www.tripadvisor.com//Restaurant_Review-g188644-d2702973-Reviews-La_Table_du_Domaine-Brussels.html,https://www.tripadvisor.com//Restaurant_Review-g188644-d2702973-Reviews-La_Table_du_Domaine-Brussels.html
d9565409,0,0,1,Lebanese,1,26,0,161,316,0,+44 20 8840 2012,https://www.tripadvisor.com//Restaurant_Review-g186338-d9565409-Reviews-Abu_Zaad_Ealing-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d9565409-Reviews-Abu_Zaad_Ealing-London_England.html
d3905468,0,0,0,Dutch,1,80,0,454,1014,1,+31 20 623 4034,https://www.tripadvisor.com//Restaurant_Review-g188590-d3905468-Reviews-Rogh-Amsterdam_North_Holland_Province.html,https://www.tripadvisor.com//Restaurant_Review-g188590-d3905468-Reviews-Rogh-Amsterdam_North_Holland_Province.html
d12438456,0,0,1,Steakhouse,1,15,0,139,148,0,+31 6 30030185,https://www.tripadvisor.com//Restaurant_Review-g188590-d12438456-Reviews-Angus_Burger-Amsterdam_North_Holland_Province.html,https://www.tripadvisor.com//Restaurant_Review-g188590-d12438456-Reviews-Angus_Burger-Amsterdam_North_Holland_Province.html
d13167715,0,0,1,Spanish,1,9,0,3495,5448,1,+34 914 92 98 28,https://www.tripadvisor.com//Restaurant_Review-g187514-d13167715-Reviews-La_Terraza_de_Chachi_Piruli-Madrid.html,https://www.tripadvisor.com//Restaurant_Review-g187514-d13167715-Reviews-La_Terraza_de_Chachi_Piruli-Madrid.html
d12411515,0,0,0,French,1,23,0,3680,6971,0,,https://www.tripadvisor.com//Restaurant_Review-g187147-d12411515-Reviews-Pret_a_Manger-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d12411515-Reviews-Pret_a_Manger-Paris_Ile_de_France.html
d10838422,0,0,1,Unknown,1,5,0,,,0,,https://www.tripadvisor.com//Restaurant_Review-g187514-d10838422-Reviews-Conico_Centro_Comercial_Plenilunio-Madrid.html,https://www.tripadvisor.com//Restaurant_Review-g187514-d10838422-Reviews-Conico_Centro_Comercial_Plenilunio-Madrid.html
d11724859,0,0,1,American,1,456,1,4,97,0,+43 1 9059615,https://www.tripadvisor.com/Restaurant_Review-g190454-d10737272-Reviews-Le_Burger-Vienna.html,https://www.tripadvisor.com//Restaurant_Review-g190454-d11724859-Reviews-Wenen-Vienna.html
d5506579,0,0,0,Seafood,1,7,0,80,85,0,+49 89 65119550,https://www.tripadvisor.com//Restaurant_Review-g187309-d5506579-Reviews-Sportgaststatte_Agilolfinger-Munich_Upper_Bavaria_Bavaria.html,https://www.tripadvisor.com//Restaurant_Review-g187309-d5506579-Reviews-Sportgaststatte_Agilolfinger-Munich_Upper_Bavaria_Bavaria.html
d4004885,0,0,1,Bar,1,104,0,178,722,1,+420 222 590 695,https://www.tripadvisor.com//Restaurant_Review-g274707-d4004885-Reviews-Zalezitost-Prague_Bohemia.html,https://www.tripadvisor.com//Restaurant_Review-g274707-d4004885-Reviews-Zalezitost-Prague_Bohemia.html
d919359,1,0,0,European,1,0,0,,,0,+36 1 350 3087,https://www.tripadvisor.com//Restaurant_Review-g274887-d919359-Reviews-Kisbojtar_Vendeglo-Budapest_Central_Hungary.html,https://www.tripadvisor.com//Restaurant_Review-g274887-d919359-Reviews-Kisbojtar_Vendeglo-Budapest_Central_Hungary.html
d7345271,,1,,,,,,,,,,https://www.tripadvisor.com/Restaurants-g186338-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d7345271-Reviews-Chifafa-London_England.html
d2697556,0,0,0,South American,1,0,0,16,18,0,+48 507 073 084,https://www.tripadvisor.com//Restaurant_Review-g274856-d2697556-Reviews-Yerbaciarnia_Terere-Warsaw_Mazovia_Province_Central_Poland.html,https://www.tripadvisor.com//Restaurant_Review-g274856-d2697556-Reviews-Yerbaciarnia_Terere-Warsaw_Mazovia_Province_Central_Poland.html
d8802169,0,0,0,Fusion,1,0,0,36,38,0,,https://www.tripadvisor.com//Restaurant_Review-g189934-d8802169-Reviews-Ravintola_Lasiranta-Helsinki_Uusimaa.html,https://www.tripadvisor.com//Restaurant_Review-g189934-d8802169-Reviews-Ravintola_Lasiranta-Helsinki_Uusimaa.html
d4563349,0,0,0,Italian,0,0,0,4307,4813,0,+39 02 846 5872,https://www.tripadvisor.com//Restaurant_Review-g187849-d4563349-Reviews-Trattoria_da_Marisa-Milan_Lombardy.html,https://www.tripadvisor.com//Restaurant_Review-g187849-d4563349-Reviews-Trattoria_da_Marisa-Milan_Lombardy.html
d5889308,0,0,0,Japanese,1,20,0,50,114,0,+33 4 78 72 26 12,https://www.tripadvisor.com//Restaurant_Review-g187265-d5889308-Reviews-Restaurant_Toyo-Lyon_Rhone_Auvergne_Rhone_Alpes.html,https://www.tripadvisor.com//Restaurant_Review-g187265-d5889308-Reviews-Restaurant_Toyo-Lyon_Rhone_Auvergne_Rhone_Alpes.html
d7139647,0,0,0,Barbecue,1,7,0,30,58,0,+46 8 506 400 84,https://www.tripadvisor.com//Restaurant_Review-g189852-d7139647-Reviews-Svinet-Stockholm.html,https://www.tripadvisor.com//Restaurant_Review-g189852-d7139647-Reviews-Svinet-Stockholm.html
d5262443,0,0,0,Vietnamese,0,2,0,194,209,1,+44 20 7515 8688,https://www.tripadvisor.com//Restaurant_Review-g186338-d5262443-Reviews-Xiclo_Limited-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d5262443-Reviews-Xiclo_Limited-London_England.html
d1074464,0,0,0,Mediterranean,1,10,0,2795,3541,0,+34 933 02 20 89,https://www.tripadvisor.com//Restaurant_Review-g187497-d1074464-Reviews-Casa_Freixo-Barcelona_Catalonia.html,https://www.tripadvisor.com//Restaurant_Review-g187497-d1074464-Reviews-Casa_Freixo-Barcelona_Catalonia.html
d4243443,,1,,,,,,,,,,https://www.tripadvisor.com/Restaurants-g189541-Copenhagen_Zealand.html,https://www.tripadvisor.com//Restaurant_Review-g189541-d4243443-Reviews-Great_China-Copenhagen_Zealand.html
d11916598,0,0,0,Polish,1,14,0,582,652,0,,https://www.tripadvisor.com//Restaurant_Review-g274772-d11916598-Reviews-Bistro_Kuchnia_Domowa-Krakow_Lesser_Poland_Province_Southern_Poland.html,https://www.tripadvisor.com//Restaurant_Review-g274772-d11916598-Reviews-Bistro_Kuchnia_Domowa-Krakow_Lesser_Poland_Province_Southern_Poland.html
d5532344,0,0,0,Japanese,1,6,0,139,224,0,+49 30 29779800,https://www.tripadvisor.com//Restaurant_Review-g187323-d5532344-Reviews-Imaki_Sushi-Berlin.html,https://www.tripadvisor.com//Restaurant_Review-g187323-d5532344-Reviews-Imaki_Sushi-Berlin.html
d1745328,0,0,0,Italian,1,451,0,86,4813,0,+39 02 266 5427,https://www.tripadvisor.com/Restaurant_Review-g187849-d1745328-Reviews-Delfino_Restaurant-Milan_Lombardy.html,https://www.tripadvisor.com//Restaurant_Review-g187849-d1745328-Reviews-Ristorante_Il_Delfino-Milan_Lombardy.html
d3737984,0,0,1,French,1,46,1,2428,6971,0,+33 1 48 24 40 88,https://www.tripadvisor.com//Restaurant_Review-g187147-d3737984-Reviews-La_pointe_Drouot-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d3737984-Reviews-La_pointe_Drouot-Paris_Ile_de_France.html
d4363779,0,0,1,American,1,188,0,5,80,1,+41 44 755 50 50,https://www.tripadvisor.com//Restaurant_Review-g188113-d4363779-Reviews-LOFT_FIVE-Zurich.html,https://www.tripadvisor.com//Restaurant_Review-g188113-d4363779-Reviews-LOFT_FIVE-Zurich.html
d4282114,0,0,0,European,0,3,0,1452,2377,0,,https://www.tripadvisor.com//Restaurant_Review-g274707-d4282114-Reviews-Praha_1-Prague_Bohemia.html,https://www.tripadvisor.com//Restaurant_Review-g274707-d4282114-Reviews-Praha_1-Prague_Bohemia.html
d5507530,0,0,0,Quick Bites,1,0,0,20,34,1,+494070102827,https://www.tripadvisor.com//Restaurant_Review-g187331-d5507530-Reviews-McDonald_s-Hamburg.html,https://www.tripadvisor.com//Restaurant_Review-g187331-d5507530-Reviews-McDonald_s-Hamburg.html
d10138414,1,0,0,Middle Eastern,1,1,0,,,1,+49 30 55602729,https://www.tripadvisor.com//Restaurant_Review-g187323-d10138414-Reviews-Milo_Bistro_Bar-Berlin.html,https://www.tripadvisor.com//Restaurant_Review-g187323-d10138414-Reviews-Milo_Bistro_Bar-Berlin.html
d1643207,0,0,1,French,1,432,0,132,1310,1,+33 4 78 42 16 49,https://www.tripadvisor.com//Restaurant_Review-g187265-d1643207-Reviews-Les_Ventres_Jaunes-Lyon_Rhone_Auvergne_Rhone_Alpes.html,https://www.tripadvisor.com//Restaurant_Review-g187265-d1643207-Reviews-Les_Ventres_Jaunes-Lyon_Rhone_Auvergne_Rhone_Alpes.html
d5521656,0,0,0,Unknown,1,0,0,,,1,+49 40 271025,https://www.tripadvisor.com//Restaurant_Review-g187331-d5521656-Reviews-Call_A_Pizza-Hamburg.html,https://www.tripadvisor.com//Restaurant_Review-g187331-d5521656-Reviews-Call_A_Pizza-Hamburg.html
d12689844,0,0,0,Cafe,1,17,0,,,0,+49 4930 91543492,https://www.tripadvisor.com//Restaurant_Review-g187323-d12689844-Reviews-Nah_am_Wasser_gebaut-Berlin.html,https://www.tripadvisor.com//Restaurant_Review-g187323-d12689844-Reviews-Nah_am_Wasser_gebaut-Berlin.html
d2226705,,1,,,,,,,,,,https://www.tripadvisor.com/Restaurants-g187514-Madrid.html,https://www.tripadvisor.com//Restaurant_Review-g187514-d2226705-Reviews-Restaurante_Room_Quatro-Madrid.html
d7315033,1,0,0,Unknown,1,20,0,,,0,+44 20 7379 7727,https://www.tripadvisor.com//Restaurant_Review-g186338-d7315033-Reviews-Charles_Dickens_Coffee_House-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d7315033-Reviews-Charles_Dickens_Coffee_House-London_England.html
d2443318,0,0,1,Italian,1,8,0,342,1000,0,+49 1578 9165194,https://www.tripadvisor.com//Restaurant_Review-g187323-d2443318-Reviews-Pontecarlo-Berlin.html,https://www.tripadvisor.com//Restaurant_Review-g187323-d2443318-Reviews-Pontecarlo-Berlin.html
d11814754,0,0,0,Asian,0,10,0,1385,2115,0,+33 7 83 18 78 20,https://www.tripadvisor.com/Restaurant_Review-g187147-d7251374-Reviews-Pho_Won-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d11814754-Reviews-Pho_Bobun-Paris_Ile_de_France.html
d3821613,0,0,0,European,1,53,0,416,1733,0,+43 1 7130108,https://www.tripadvisor.com//Restaurant_Review-g190454-d3821613-Reviews-Landstein_Filet_Wine-Vienna.html,https://www.tripadvisor.com//Restaurant_Review-g190454-d3821613-Reviews-Landstein_Filet_Wine-Vienna.html
d12398846,0,0,1,French,1,102,0,69,1310,0,+33 4 78 69 45 31,https://www.tripadvisor.com//Restaurant_Review-g187265-d12398846-Reviews-Saku_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html,https://www.tripadvisor.com//Restaurant_Review-g187265-d12398846-Reviews-Saku_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html
d10696777,0,0,1,Italian,1,160,0,2607,4813,1,+39 02 3595 5519,https://www.tripadvisor.com/Restaurant_Review-g187849-d10696777-Reviews-Gattopardo_2-Milan_Lombardy.html,https://www.tripadvisor.com//Restaurant_Review-g187849-d10696777-Reviews-Gattopardo_Due-Milan_Lombardy.html
d3561472,0,0,1,Italian,1,30,0,426,1643,0,+33 9 50 57 79 25,https://www.tripadvisor.com//Restaurant_Review-g187147-d3561472-Reviews-Piccoli_Cugini-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d3561472-Reviews-Piccoli_Cugini-Paris_Ile_de_France.html
d7023261,0,0,1,Cafe,1,35,0,,,1,+45 33 31 88 86,https://www.tripadvisor.com//Restaurant_Review-g189541-d7023261-Reviews-Graesk_Smag-Copenhagen_Zealand.html,https://www.tripadvisor.com//Restaurant_Review-g189541-d7023261-Reviews-Graesk_Smag-Copenhagen_Zealand.html
